基站ID,省份代码,省,地市代码,地市,严重卡顿局数占比,总局数,日卡顿用户数,卡顿集中时段,数据报表日期
460_01_33049_118621216,81,四川,028,成都,0.0,17,0,19,20180221
460_01_33042_245675523,81,四川,028,成都,0.0,6,0,10,20180221
460_01_33037_118707233,81,四川,028,成都,0.0,14,0,23,20180221
460_01_33040_118184481,81,四川,028,成都,0.0,9,0,15,20180221
460_01_33042_118243872,81,四川,028,成都,0.0313,32,1,13,20180221
460_01_33191_122828831,81,四川,028,成都,0.0,12,0,13,20180221
460_01_33192_122715423,81,四川,028,成都,0.0,34,0,20,20180221
460_01_33035_118345507,81,四川,028,成都,0.0,17,0,09,20180221
460_01_33042_118026527,81,四川,028,成都,0.0,10,0,23,20180221
460_01_33036_117614368,81,四川,028,成都,0.0,17,0,21,20180221
460_01_33029_117592069,81,四川,028,成都,0.0,23,0,20,20180221
460_01_33191_122950176,81,四川,028,成都,0.0,9,0,21,20180221
460_01_33033_118729248,81,四川,028,成都,0.1071,28,1,22,20180221
460_01_33047_117926945,81,四川,028,成都,0.1667,6,1,13,20180221
460_01_33043_245377311,81,四川,028,成都,0.0,5,0,01,20180221
460_01_33065_118448161,81,四川,028,成都,0.0,6,0,11,20180221
460_01_33076_118673951,81,四川,028,成都,0.0,21,0,22,20180221
460_01_33051_245711365,81,四川,028,成都,0.0,9,0,21,20180221
460_01_33046_245451296,81,四川,028,成都,0.0,6,0,22,20180221
460_01_33027_117541919,81,四川,028,成都,0.0,7,0,20,20180221
460_01_33191_122922273,81,四川,028,成都,0.0,11,0,21,20180221
460_01_33191_122943520,81,四川,028,成都,0.0,9,0,16,20180221
460_01_33047_118662177,81,四川,028,成都,0.0,9,0,14,20180221
460_01_33034_117714720,81,四川,028,成都,0.027,37,1,16,20180221
460_01_33031_244589314,81,四川,028,成都,0.0,6,0,21,20180221
460_01_33047_118405412,81,四川,028,成都,0.0,35,0,17,20180221
460_01_33035_244598017,81,四川,028,成都,0.0,15,0,16,20180221
460_01_33191_122839329,81,四川,028,成都,0.0,26,0,21,20180221
460_01_45698_122990879,81,四川,028,成都,0.0233,43,1,20,20180221
460_01_33040_117961505,81,四川,028,成都,0.0909,11,1,20,20180221
460_01_33042_245641507,81,四川,028,成都,0.0,9,0,16,20180221
460_01_33027_117738273,81,四川,028,成都,0.0,13,0,22,20180221
460_01_33034_244541444,81,四川,028,成都,0.0,18,0,23,20180221
460_01_33040_117864994,81,四川,028,成都,0.3182,22,1,13,20180221
460_01_33041_222372652,81,四川,028,成都,0.0,11,0,17,20180221
460_01_33061_118367777,81,四川,028,成都,0.0,9,0,19,20180221
460_01_33034_117683747,81,四川,028,成都,0.0,66,0,10,20180221
460_01_33027_117628449,81,四川,028,成都,0.0,7,0,23,20180221
460_01_33029_117610015,81,四川,028,成都,0.0,12,0,11,20180221
460_01_33192_122735135,81,四川,028,成都,0.0,25,0,20,20180221
460_01_33034_117663777,81,四川,028,成都,0.0,23,0,23,20180221
460_01_33046_245616676,81,四川,028,成都,0.0,5,0,22,20180221
460_01_33046_117886497,81,四川,028,成都,0.0,23,0,14,20180221
460_01_33043_245623809,81,四川,028,成都,0.0,12,0,22,20180221
460_01_33043_117986849,81,四川,028,成都,0.0,5,0,23,20180221
460_01_33039_118035999,81,四川,028,成都,0.0,6,0,01,20180221
460_01_33049_118488097,81,四川,028,成都,0.0333,30,1,20,20180221
460_01_33037_118062111,81,四川,028,成都,0.0,12,0,22,20180221
460_01_33038_117693472,81,四川,028,成都,0.0,11,0,22,20180221
460_01_33048_118271520,81,四川,028,成都,0.0,8,0,17,20180221
460_01_33047_117927430,81,四川,028,成都,0.0,7,0,18,20180221
460_01_33043_245726978,81,四川,028,成都,0.0,5,0,18,20180221
460_01_33037_118179615,81,四川,028,成都,0.0,18,0,19,20180221
460_01_33169_121998898,81,四川,0830,泸州,0.0,27,0,23,20180221
460_01_33167_121915443,81,四川,0830,泸州,0.0,9,0,23,20180221
460_01_33166_122255411,81,四川,0830,泸州,0.0,5,0,09,20180221
460_01_45686_122159923,81,四川,0830,泸州,0.0,6,0,15,20180221
460_01_33040_117862944,81,四川,028,成都,0.0,7,0,23,20180221
460_01_33045_245477151,81,四川,028,成都,0.0,28,0,00,20180221
460_01_33046_117888033,81,四川,028,成都,0.1429,21,2,17,20180221
460_01_33042_245684737,81,四川,028,成都,0.1667,6,1,22,20180221
460_01_33191_122845984,81,四川,028,成都,0.0,61,0,12,20180221
460_01_33034_244329248,81,四川,028,成都,0.0,14,0,21,20180221
460_01_33036_222411011,81,四川,028,成都,0.0,9,0,14,20180221
460_01_33065_118939425,81,四川,028,成都,0.0,9,0,01,20180221
460_01_45685_122086193,81,四川,0830,泸州,0.0,9,0,14,20180221
460_01_33169_122027058,81,四川,0830,泸州,0.0373,134,3,10,20180221
460_01_45685_122089521,81,四川,0830,泸州,0.0,7,0,23,20180221
460_01_33169_121976627,81,四川,0830,泸州,0.0204,98,2,16,20180221
460_01_33167_121987378,81,四川,0830,泸州,0.0,10,0,23,20180221
460_01_33166_122005554,81,四川,0830,泸州,0.0,7,0,14,20180221
460_01_45685_122078258,81,四川,0830,泸州,0.0,31,0,17,20180221
460_01_33169_246443569,81,四川,0830,泸州,0.0,18,0,04,20180221
460_01_45685_122104881,81,四川,0830,泸州,0.0,22,0,21,20180221
460_01_45683_122099507,81,四川,0830,泸州,0.1,10,1,14,20180221
460_01_33169_246442035,81,四川,0830,泸州,0.1667,6,1,12,20180221
460_01_33191_223351584,81,四川,028,成都,0.0,17,0,23,20180221
460_01_33047_118997055,81,四川,028,成都,0.0556,90,1,10,20180221
460_01_33166_121966641,81,四川,0830,泸州,0.0,81,0,12,20180221
460_01_33167_122061107,81,四川,0830,泸州,0.0,31,0,16,20180221
460_01_33169_121974067,81,四川,0830,泸州,0.0,44,0,21,20180221
460_01_45686_122224435,81,四川,0830,泸州,0.0,7,0,23,20180221
460_01_33169_246497842,81,四川,0830,泸州,0.0526,19,1,16,20180221
460_01_45686_122159411,81,四川,0830,泸州,0.0,20,0,23,20180221
460_01_45683_122113331,81,四川,0830,泸州,0.0,8,0,14,20180221
460_01_45684_122126130,81,四川,0830,泸州,0.0,21,0,17,20180221
460_01_33166_122234675,81,四川,0830,泸州,0.0,13,0,10,20180221
460_01_33165_122281523,81,四川,0830,泸州,0.0,5,0,14,20180221
460_01_45684_122079027,81,四川,0830,泸州,0.0,15,0,15,20180221
460_01_45683_122102579,81,四川,0830,泸州,0.0,20,0,15,20180221
460_01_33167_121920306,81,四川,0830,泸州,0.0,17,0,23,20180221
460_01_33169_122054705,81,四川,0830,泸州,0.0,29,0,10,20180221
460_01_33046_245414687,81,四川,028,成都,0.012,83,1,16,20180221
460_01_33045_118306593,81,四川,028,成都,0.0,17,0,23,20180221
460_01_33043_118279199,81,四川,028,成都,0.0,6,0,14,20180221
460_01_33038_118392608,81,四川,028,成都,0.0,22,0,15,20180221
460_01_33053_118461215,81,四川,028,成都,0.0,35,0,14,20180221
460_01_33031_119047969,81,四川,028,成都,0.0,7,0,20,20180221
460_01_33028_244598531,81,四川,028,成都,0.0,5,0,19,20180221
460_01_33044_118087968,81,四川,028,成都,0.0,23,0,06,20180221
460_01_33027_117492001,81,四川,028,成都,0.0,6,0,13,20180221
460_01_33050_119257888,81,四川,028,成都,0.0,5,0,19,20180221
460_01_33031_244425732,81,四川,028,成都,0.0,8,0,07,20180221
460_01_33045_117710112,81,四川,028,成都,0.0,18,0,01,20180221
460_01_33192_246292051,81,四川,028,成都,0.0,6,0,21,20180221
460_01_33028_244581122,81,四川,028,成都,0.0,6,0,23,20180221
460_01_33028_117488161,81,四川,028,成都,0.0,6,0,23,20180221
460_01_33048_118118944,81,四川,028,成都,0.0,19,0,10,20180221
460_01_33042_118014495,81,四川,028,成都,0.0,19,0,13,20180221
460_01_33042_245505028,81,四川,028,成都,0.0,7,0,14,20180221
460_01_33048_245689888,81,四川,028,成都,0.0132,76,1,16,20180221
460_01_33051_117824802,81,四川,028,成都,0.0,15,0,23,20180221
460_01_33039_117941535,81,四川,028,成都,0.0,13,0,18,20180221
460_01_33192_246304338,81,四川,028,成都,0.0,5,0,15,20180221
460_01_33192_122715425,81,四川,028,成都,0.0,128,0,21,20180221
460_01_33052_118257696,81,四川,028,成都,0.0227,44,1,16,20180221
460_01_33042_245399850,81,四川,028,成都,0.0556,18,1,18,20180221
460_01_33049_118065695,81,四川,028,成都,0.0,8,0,10,20180221
460_01_33041_117769508,81,四川,028,成都,0.2727,11,2,17,20180221
460_01_33038_245623298,81,四川,028,成都,0.0,24,0,13,20180221
460_01_33068_118501663,81,四川,028,成都,0.0,5,0,11,20180221
460_01_33191_122822180,81,四川,028,成都,0.0,21,0,16,20180221
460_01_33045_244438529,81,四川,028,成都,0.0,18,0,16,20180221
460_01_33026_117613088,81,四川,028,成都,0.0278,36,1,18,20180221
460_01_33040_118053153,81,四川,028,成都,0.0,10,0,13,20180221
460_01_33044_118013471,81,四川,028,成都,0.0,45,0,09,20180221
460_01_33030_117546015,81,四川,028,成都,0.0,17,0,17,20180221
460_01_33192_246290464,81,四川,028,成都,0.0,6,0,14,20180221
460_01_33031_117570849,81,四川,028,成都,0.0,7,0,03,20180221
460_01_33033_117516063,81,四川,028,成都,0.0,33,0,19,20180221
460_01_33050_222418975,81,四川,028,成都,0.0,8,0,21,20180221
460_01_33049_118238497,81,四川,028,成都,0.0,12,0,12,20180221
460_01_33049_118099488,81,四川,028,成都,0.0,5,0,19,20180221
460_01_33027_119128351,81,四川,028,成都,0.0,10,0,15,20180221
460_01_33030_117524256,81,四川,028,成都,0.05,20,1,20,20180221
460_01_33191_122924320,81,四川,028,成都,0.0,7,0,18,20180221
460_01_33039_118151456,81,四川,028,成都,0.0,15,0,15,20180221
460_01_33045_118460960,81,四川,028,成都,0.1667,6,1,15,20180221
460_01_33192_122762784,81,四川,028,成都,0.0,29,0,21,20180221
460_01_33192_246292769,81,四川,028,成都,0.1667,6,1,16,20180221
460_01_33035_117604129,81,四川,028,成都,0.0,14,0,13,20180221
460_01_33035_117477153,81,四川,028,成都,0.0,11,0,23,20180221
460_01_33031_117570593,81,四川,028,成都,0.0,5,0,18,20180221
460_01_33031_118793506,81,四川,028,成都,0.0,17,0,16,20180221
460_01_33191_122839840,81,四川,028,成都,0.0,8,0,09,20180221
460_01_33191_122983199,81,四川,028,成都,0.0,19,0,18,20180221
460_01_33034_117719556,81,四川,028,成都,0.1183,93,8,17,20180221
460_01_33031_117637151,81,四川,028,成都,0.0,5,0,16,20180221
460_01_33035_244353567,81,四川,028,成都,0.0,12,0,21,20180221
460_01_33031_118287904,81,四川,028,成都,0.0,5,0,23,20180221
460_01_33071_117933343,81,四川,028,成都,0.0,5,0,19,20180221
460_01_33045_117865504,81,四川,028,成都,0.0,15,0,22,20180221
460_01_33028_119480864,81,四川,028,成都,0.0,7,0,23,20180221
460_01_33029_117610017,81,四川,028,成都,0.0,5,0,13,20180221
460_01_33039_118089248,81,四川,028,成都,0.0,16,0,17,20180221
460_01_33047_118919969,81,四川,028,成都,0.0,5,0,22,20180221
460_01_33191_122950433,81,四川,028,成都,0.0,34,0,09,20180221
460_01_33031_117590559,81,四川,028,成都,0.0,6,0,15,20180221
460_01_33028_244474627,81,四川,028,成都,0.0,6,0,22,20180221
460_01_33028_244346144,81,四川,028,成都,0.0,7,0,15,20180221
460_01_33038_118076191,81,四川,028,成都,0.1,10,1,16,20180221
460_01_33044_245646083,81,四川,028,成都,0.0,6,0,12,20180221
460_01_33043_118103071,81,四川,028,成都,0.0,8,0,23,20180221
460_01_33048_118412576,81,四川,028,成都,0.0,12,0,23,20180221
460_01_33191_122825503,81,四川,028,成都,0.0,20,0,16,20180221
460_01_33045_244406017,81,四川,028,成都,0.0,9,0,22,20180221
460_01_33035_117584928,81,四川,028,成都,0.1,10,1,04,20180221
460_01_33034_244576260,81,四川,028,成都,0.0,5,0,23,20180221
460_01_33043_118177568,81,四川,028,成都,0.0,6,0,21,20180221
460_01_33039_118003743,81,四川,028,成都,0.0,9,0,13,20180221
460_01_33051_117830176,81,四川,028,成都,0.1667,6,1,20,20180221
460_01_33046_118778911,81,四川,028,成都,0.2,5,1,14,20180221
460_01_33052_118032416,81,四川,028,成都,0.0,14,0,20,20180221
460_01_33042_118288672,81,四川,028,成都,0.0556,18,1,18,20180221
460_01_33037_118237984,81,四川,028,成都,0.0,8,0,15,20180221
460_01_33039_118031647,81,四川,028,成都,0.0179,56,1,09,20180221
460_01_33046_117879331,81,四川,028,成都,0.0,41,0,16,20180221
460_01_33037_117790239,81,四川,028,成都,0.0,21,0,23,20180221
460_01_33040_118752545,81,四川,028,成都,0.0,11,0,22,20180221
460_01_33053_118041631,81,四川,028,成都,0.0,12,0,22,20180221
460_01_33070_119056929,81,四川,028,成都,0.1,10,1,00,20180221
460_01_33043_118155553,81,四川,028,成都,0.0,11,0,23,20180221
460_01_33076_118373919,81,四川,028,成都,0.0,23,0,00,20180221
460_01_33049_118168608,81,四川,028,成都,0.0,33,0,16,20180221
460_01_33038_117930529,81,四川,028,成都,0.0,41,0,16,20180221
460_01_33038_117933599,81,四川,028,成都,0.0,44,0,22,20180221
460_01_33044_118284833,81,四川,028,成都,0.0,11,0,17,20180221
460_01_33048_118991677,81,四川,028,成都,0.0,7,0,15,20180221
460_01_33038_118092579,81,四川,028,成都,0.0,5,0,16,20180221
460_01_33192_246296353,81,四川,028,成都,0.0625,16,1,13,20180221
460_01_33030_117571874,81,四川,028,成都,0.0,9,0,20,20180221
460_01_33192_246292513,81,四川,028,成都,0.0,8,0,17,20180221
460_01_33045_117712673,81,四川,028,成都,0.0,13,0,12,20180221
460_01_33034_117465376,81,四川,028,成都,0.0,6,0,23,20180221
460_01_33035_117666847,81,四川,028,成都,0.0,6,0,13,20180221
460_01_33191_122935329,81,四川,028,成都,0.1176,17,1,12,20180221
460_01_33047_118143008,81,四川,028,成都,0.0,15,0,20,20180221
460_01_33034_118809633,81,四川,028,成都,0.0,6,0,19,20180221
